premise	hypothesis	label
طبق احادیث شاهدان و گواهان روز رستاخیز پیامبران و امامان هستند و معیار سنجش اعمال انسان ها در قیامت پیامبران هستند .	در احادیث از پیامبران به عنوان معیار سنجش اعمال انسان یاد شده است.	e
طبق احادیث شاهدان و گواهان روز رستاخیز پیامبران و امامان هستند و معیار سنجش اعمال انسان ها در قیامت پیامبران هستند .	از عدل الهی در احادیث به عنوان معیار سنجش اعمال انسان صحبت شده است.	c
طبق احادیث شاهدان و گواهان روز رستاخیز پیامبران و امامان هستند و معیار سنجش اعمال انسان ها در قیامت پیامبران هستند .	قرآن کریم مراحل تکوینی قیامت را در سوره های مختلف بیان کرده است.	n
امام علی علیه السلام می فرماید: سوگند به خدا که همانا فرزند أبوطالب اُنسش به مرگ بیشتر است از انس کودک به پستان مادرش.	عبارت «انس و اشتیاق من به مرگ بیش از انس کودک به سینه مادر است» از امام علی(ع) است.	e
امام علی علیه السلام می فرماید: سوگند به خدا که همانا فرزند أبوطالب اُنسش به مرگ بیشتر است از انس کودک به پستان مادرش.	امام حسین(ع) فرموده اند: «انس و اشتیاق من به مرگ بیش از انس کودک به سینه مادر است».	c
امام علی علیه السلام می فرماید: سوگند به خدا که همانا فرزند أبوطالب اُنسش به مرگ بیشتر است از انس کودک به پستان مادرش.	مالک اشتر: من همیشه امیرالمومنین علیه السلام را می دیدم که در موقع نماز رنگش متغیر می شد.	n
از نظر امام خمینی(ره) از همۀ نیازهای بالاتر جامعه ، تشکیل حکومت عدلی است که مطابق مقتضای زمان و با برنامه گسترده و بودجه لازم و کافی باشد و تلاش همه پیامبران و امامان در طول تاریخ ایجاد چنین حکومتی بوده است.	به فرمایش امام خمینی(ره) تلاش همه پیامبران و امامان در طول تاریخ ایجاد حکومت عدل بوده است.	e
از نظر امام خمینی(ره) از همۀ نیازهای بالاتر جامعه ، تشکیل حکومت عدلی است که مطابق مقتضای زمان و با برنامه گسترده و بودجه لازم و کافی باشد و تلاش همه پیامبران و امامان در طول تاریخ ایجاد چنین حکومتی بوده است.	طبق فرموده امام خمینی(ره) مبارزه با ظلم، تلاش همه پیامبران و امامان در طول تاریخ بود.	c
از نظر امام خمینی(ره) از همۀ نیازهای بالاتر جامعه ، تشکیل حکومت عدلی است که مطابق مقتضای زمان و با برنامه گسترده و بودجه لازم و کافی باشد و تلاش همه پیامبران و امامان در طول تاریخ ایجاد چنین حکومتی بوده است.	نیاز جامعه اسلامی به حکومت و رهبری، ارتباطی به عاقل بودن افراد آن جامعه ندارد.	n
استعمار از جمله نمودهاى بارز امپریالیسم است و در این قرن، بیشترین نفوذ استعمار در کشورهای اسلامی از روش های سیاسی بوده است.	در یک قرن اخیر، بیشترین نفوذ استعمار در کشورهای اسلامی از طریق سیاسی بوده است.	e
استعمار از جمله نمودهاى بارز امپریالیسم است و در این قرن، بیشترین نفوذ استعمار در کشورهای اسلامی از روش های سیاسی بوده است.	بیشترین نفوذ استعمار در کشورهای اسلامی در یک قرن اخیر، از روش های فرهنگی بوده است.	c
استعمار از جمله نمودهاى بارز امپریالیسم است و در این قرن، بیشترین نفوذ استعمار در کشورهای اسلامی از روش های سیاسی بوده است.	پیروزى در کسب استقلال اقتصادى دشوارتر از پیروزى در تحصیل استقلال سیاسى است.	n
اولین هدف اسلام در طول تاریخ ایجاد حکومت اسلامی بوده که جزو اصلی ترین اهداف آن به شمار می آید.	اساسی ترین و ابتدایی ترین اهداف اسلام در طول تاریخ ایجاد حکومت اسلامی بوده است.	e
اولین هدف اسلام در طول تاریخ ایجاد حکومت اسلامی بوده که جزو اصلی ترین اهداف آن به شمار می آید.	مبارزه با باطل پایه ای ترین و ابتدایی ترین اهداف اسلام در طول تاریخ بوده است.	c
اولین هدف اسلام در طول تاریخ ایجاد حکومت اسلامی بوده که جزو اصلی ترین اهداف آن به شمار می آید.	بعضی از محققان، برای مقابله با تحدّی قرآن در زمینۀ ادّعای اعجاز قرآن، آثاری نوشته‌اند.	n
قرآن کریم دین خدا را از آدم تا خاتم یک جریان پیوسته معرفی می کند نه چند تا، یک نام روی آن می گذارد و آن «اسلام» است.	قرآن کریم دین خدا را از آدم تا خاتم یک جریان پیوسته معرفی می کند و نام آن را اسلام می گذارد.	e
قرآن کریم دین خدا را از آدم تا خاتم یک جریان پیوسته معرفی می کند نه چند تا، یک نام روی آن می گذارد و آن «اسلام» است.	دین خدا توسط قرآن از آدم تا خاتم یک جریان پیوسته معرفی و اسم دین حق برای آن برمی‌گزیده می‌شود.	c
قرآن کریم دین خدا را از آدم تا خاتم یک جریان پیوسته معرفی می کند نه چند تا، یک نام روی آن می گذارد و آن «اسلام» است.	اسلام آیین حق الهی است. دین اسلام آخرین کامل‌ترین و بهترین است و دیگر انتظار آمدن دین دیگری را نداریم.	n
عجز و مشتقاتش در قرآن ۲۵ بار آمده است. در این میان حتی یک بار هم لفظ معجزه به کار نرفته است.	واژه معجزه حتی یک بار هم در قرآن به کار نرفته است.	e
عجز و مشتقاتش در قرآن ۲۵ بار آمده است. در این میان حتی یک بار هم لفظ معجزه به کار نرفته است.	لفظی که حتی یک بار هم در قرآن نیامده است، عجز است.	c
عجز و مشتقاتش در قرآن ۲۵ بار آمده است. در این میان حتی یک بار هم لفظ معجزه به کار نرفته است.	یکی از معجزات قرآن کریم، جامعیت آن می باشد.	n
این آیه «ما پیامبران خویش را با دلایل روشن فرستادیم و با آنها کتاب و معیار فرود آوردیم تا مردم عدل و قسط را به پا دارند.» صریحا به پاداشتن عدل و قسط را هدف رسالت و بعثت پیامبران معرفی کرده است.	آیه شریفه «ما پیامبران خویش را با دلایل روشن فرستادیم و با آنها کتاب و معیار فرود آوردیم تا مردم عدل و قسط را به پا دارند.» بر این مطلب صراحت دارد که یکی از اهداف پیامبران ایجاد عدالت است.	e
این آیه «ما پیامبران خویش را با دلایل روشن فرستادیم و با آنها کتاب و معیار فرود آوردیم تا مردم عدل و قسط را به پا دارند.» صریحا به پاداشتن عدل و قسط را هدف رسالت و بعثت پیامبران معرفی کرده است.	یکی از آیاتی که صراحتا اهداف پیامبران را توحید و قرب خدا معرفی می کند آیه «ما پیامبران خویش را با دلایل روشن فرستادیم و با آنها کتاب و معیار فرود آوردیم تا مردم عدل و قسط را به پا دارند.» می باشد.	c
این آیه «ما پیامبران خویش را با دلایل روشن فرستادیم و با آنها کتاب و معیار فرود آوردیم تا مردم عدل و قسط را به پا دارند.» صریحا به پاداشتن عدل و قسط را هدف رسالت و بعثت پیامبران معرفی کرده است.	هدف انبیاء دو چیز است: توحید و برقراری عدالت.شناختن خدا و نزدیک شدن به او یعنی دعوت به توحید نظری و توحید عملی فردی، اما اقامه عدل و قسط در جامعه یعنی برقرار ساختن توحید عملی اجتماعی.	n
غالب پیامبران بلکه اکثریت قریب به اتفاق آنها، پیامبر تبلیغی بوده اند نه تشریعی.	اکثریت قریب به اتفاق پیامبران، تبلیغی بودند.	e
غالب پیامبران بلکه اکثریت قریب به اتفاق آنها، پیامبر تبلیغی بوده اند نه تشریعی.	اکثر پیامبران، از نوع پیامبران تشریعی بودند.	c
غالب پیامبران بلکه اکثریت قریب به اتفاق آنها، پیامبر تبلیغی بوده اند نه تشریعی.	عالمان دین جانشین پیامبران تبلیغی شدند.	n
پیامبران اوالوالعزم به ترتیب: حضرات: نوح، ابراهیم، موسى، عیسى، محمد(صلى الله علیه وآله وسلم) هستند.	پیامبران اولوالعزم به ترتیب نوح، ابراهیم، موسی، عیسی، محمد (ص) هستند.	e
پیامبران اوالوالعزم به ترتیب: حضرات: نوح، ابراهیم، موسى، عیسى، محمد(صلى الله علیه وآله وسلم) هستند.	به ترتیب نوح، اسماعیل، موسی، عیسی، محمد (ص) پیامبران اولوالعزم می‌باشند.	c
پیامبران اوالوالعزم به ترتیب: حضرات: نوح، ابراهیم، موسى، عیسى، محمد(صلى الله علیه وآله وسلم) هستند.	در روایات از کتاب حضرت نوح و حضرت ابراهیم (ع) به نام صحف یاد شده است.	n
واژه اولوالعزم در آیه ۳۵ سوره احقاف آمده است. عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبران اولوالعزم به پیامبرانی می گویند که دارای شریعت مستقل بوده اند.	e
واژه اولوالعزم در آیه ۳۵ سوره احقاف آمده است. عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبرانی که فقط دارای کتاب آسمانی بوده اند، پیامبران اولوالعزم هستند.	c
واژه اولوالعزم در آیه ۳۵ سوره احقاف آمده است. عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبران اوالوالعزم پنج نفرند: حضرات: نوح، ابراهیم، موسى، عیسى، محمد(ص).	n
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم.	همه پیامبران به امت خویش گفته اند: من از شما اجر و مزدی نمی خواهم.	e
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم.	تنها حضرت عیسی (ع) به امت خویش فرموده‌اند من از شما اجر و مزدی نمی‌خواهم.	c
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم.	بنابراین اجر و پاداش رسالت هم به عهده خداوند است نه مردم.	n
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم، مزد من فقط بر عهده‌ى پروردگار جهانیان است، بنابر این پیام، خلوص و بی نظری یکی از مشخصات پیامبری است.	این پیام که من هیچ مزدى از شما نمى‌خواهم، مزد من فقط بر عهده‌ى پروردگار جهانیان است، به اخلاص از ویژگی‌های پیامبران اشاره دارد.	e
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم، مزد من فقط بر عهده‌ى پروردگار جهانیان است، بنابر این پیام، خلوص و بی نظری یکی از مشخصات پیامبری است.	آیه‌ی «من هیچ مزدى از شما نمى‌خواهم، مزد من فقط بر عهده‌ى پروردگار جهانیان است»، عصمت پیامبران را نشان می دهد.	c
یکی از مطالبی که در پیام همه پیامبران تکرار شده است این است که: من اجر و مزدی از شما نمی خواهم، مزد من فقط بر عهده‌ى پروردگار جهانیان است، بنابر این پیام، خلوص و بی نظری یکی از مشخصات پیامبری است.	برترین مطالبه امام زمان بصیرت از امت اسلام است.	n
نوابغ افرادی هستند که نیروی فکر و تعقل و حسابگری قوی دارند. پیامبران الهی علاوه بر برخورداری از نیروی خرد و اندیشه و حسابگریهای ذهنی، به نیروی دیگری به نام وحی مجهزند و نوابغ از این نیرو بی بهره‌اند و به همین جهت به هیچ وجه نتوان پیامبران را با نوابغ مقایسه کرد، زیرا مقایسه هنگامی صحیح است که کار هر دو گروه از یک نوع و از یک سنخ باشد.	نمی توان پیامبران و نوابغ را با هم مقایسه کرد، چون در مقایسه سنخیت لازم است.	e
نوابغ افرادی هستند که نیروی فکر و تعقل و حسابگری قوی دارند. پیامبران الهی علاوه بر برخورداری از نیروی خرد و اندیشه و حسابگریهای ذهنی، به نیروی دیگری به نام وحی مجهزند و نوابغ از این نیرو بی بهره‌اند و به همین جهت به هیچ وجه نتوان پیامبران را با نوابغ مقایسه کرد، زیرا مقایسه هنگامی صحیح است که کار هر دو گروه از یک نوع و از یک سنخ باشد.	چون از نظر علمی نوابغ نسبت به انبیا کودکی بیش نیستند، پیامبران و نوابغ را نمی‌توان مقایسه کرد.	c
نوابغ افرادی هستند که نیروی فکر و تعقل و حسابگری قوی دارند. پیامبران الهی علاوه بر برخورداری از نیروی خرد و اندیشه و حسابگریهای ذهنی، به نیروی دیگری به نام وحی مجهزند و نوابغ از این نیرو بی بهره‌اند و به همین جهت به هیچ وجه نتوان پیامبران را با نوابغ مقایسه کرد، زیرا مقایسه هنگامی صحیح است که کار هر دو گروه از یک نوع و از یک سنخ باشد.	نوابغ، معمولا در محیط هاى علمى ظهور می‌کنند و آن‌چه را می‌دانند انجام می‌دهند، نه آن چه را مردم مى ‌خواهند.	n
هر انسانی به اندازه ایمان و یقین خود عصمت پیدا می کند و پیامبران و اولیای الهی چون از یقین و ایمان کامل برخوردارند عصمتشان نیز کامل است. بنابراین ایمان و یقین پایه عصمت را تشکیل می دهد و عصمت از گناه یعنی نهایت ایمان.	عصمت از گناه در پیامبران نتیجه شدت ایمان و یقین آن‌ها است.	e
هر انسانی به اندازه ایمان و یقین خود عصمت پیدا می کند و پیامبران و اولیای الهی چون از یقین و ایمان کامل برخوردارند عصمتشان نیز کامل است. بنابراین ایمان و یقین پایه عصمت را تشکیل می دهد و عصمت از گناه یعنی نهایت ایمان.	در پیامبران پایه عصمت از گناه نتیجه وجود یک فرشته غیبی است که مانع ارتکاب آنها به گناه می‌شود.	c
هر انسانی به اندازه ایمان و یقین خود عصمت پیدا می کند و پیامبران و اولیای الهی چون از یقین و ایمان کامل برخوردارند عصمتشان نیز کامل است. بنابراین ایمان و یقین پایه عصمت را تشکیل می دهد و عصمت از گناه یعنی نهایت ایمان.	"آیات متعددى از قرآن کریم دلالت بر عصمت دارد که آن را "" آیات عصمت انبیا "" مى نامند."	n
عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبران اولوالعزم پیامبرانی را گویند که دارای شریعتی مستقل بوده اند.	e
عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبرانی که دارای شریعتی مستقل نبوده اند را پیامبران اولوالعزم می نامند.	c
عزم به معنای حکم و شریعت است و اولوالعزم یعنی پیامبرانی که دارای شریعت و دین مستقل و جدیدی بوده اند.	پیامبران اولوالعزم عبارتند از نوح ، ابراهیم ، موسی ، عیسی و محمد.	n
روزی که شاه فرار کرد، امام و همراهانش در پاریس در نوفل‌لوشاتو بودند، پلیس فرانسه خیابان اصلی نوفل‌لوشاتو را بست، تمام خبرنگاران کشورهای مختلف آنجا بودند. امام چند دقیقه با خبرنگاران صحبت کردند،اما بعد از اینکه متوجه شدند ظهر شده، بی درنگ صحبتشان را قطع کردند و رفتند سراغ نماز.	امام خمینی (ره) در کشور فرانسه در وسط مصاحبه با خبرنگاران به نماز اول وقت پرداختند.	e
روزی که شاه فرار کرد، امام و همراهانش در پاریس در نوفل‌لوشاتو بودند، پلیس فرانسه خیابان اصلی نوفل‌لوشاتو را بست، تمام خبرنگاران کشورهای مختلف آنجا بودند. امام چند دقیقه با خبرنگاران صحبت کردند،اما بعد از اینکه متوجه شدند ظهر شده، بی درنگ صحبتشان را قطع کردند و رفتند سراغ نماز.	امام خمینی (ره) روز فرار شاه، در وسط مصاحبه با خبرنگاران در ایران به نماز اول وقت پرداختند.	c
روزی که شاه فرار کرد، امام و همراهانش در پاریس در نوفل‌لوشاتو بودند، پلیس فرانسه خیابان اصلی نوفل‌لوشاتو را بست، تمام خبرنگاران کشورهای مختلف آنجا بودند. امام چند دقیقه با خبرنگاران صحبت کردند،اما بعد از اینکه متوجه شدند ظهر شده، بی درنگ صحبتشان را قطع کردند و رفتند سراغ نماز.	روزی که شاه فرار کرد ۱۵۰ دوربین در فرانسه فقط صحبت امام را مستقیم پخش می‌کردند.	n
عصمت یعنی مصونیت از گناه و از اشتباه، یعنی پیامبران نه تحت تاثیر هواهای نفسانی قرار می گیرند و مرتکب گناه می شوند و نه در کار خود دچار خطا و اشتباه می شوند.	عصمت به معنی مصونیت از گناه و اشتباه است.	e
عصمت یعنی مصونیت از گناه و از اشتباه، یعنی پیامبران نه تحت تاثیر هواهای نفسانی قرار می گیرند و مرتکب گناه می شوند و نه در کار خود دچار خطا و اشتباه می شوند.	معنای عصمت گریز از گناه و اشتباه می باشد.	c
عصمت یعنی مصونیت از گناه و از اشتباه، یعنی پیامبران نه تحت تاثیر هواهای نفسانی قرار می گیرند و مرتکب گناه می شوند و نه در کار خود دچار خطا و اشتباه می شوند.	برخی عصمت را از مقوله تقوا دانسته اند.	n
خداوند در سوره مائده، آیه ۱۱۰ ، به معجزات حضرت عیسی (ع) اشاره مى فرماید: ۱. زنده کردن مردگان؛ ۲. شفا دادن شخص کور؛ ۳. شفا دادن مریض پیسى.	یکی از معجزات حضرت عیسی (ع)، مرده را زنده کردن است.	e
خداوند در سوره مائده، آیه ۱۱۰ ، به معجزات حضرت عیسی (ع) اشاره مى فرماید: ۱. زنده کردن مردگان؛ ۲. شفا دادن شخص کور؛ ۳. شفا دادن مریض پیسى.	عصا را به اژدها تبدیل کردن از معجزات حضرت عیسی (ع) می‌باشد.	c
خداوند در سوره مائده، آیه ۱۱۰ ، به معجزات حضرت عیسی (ع) اشاره مى فرماید: ۱. زنده کردن مردگان؛ ۲. شفا دادن شخص کور؛ ۳. شفا دادن مریض پیسى.	ارائه معجزه از طرف پیامبران آسمانی از نظر قرآن امری ضروری است.	n
اعجاز نشان دهنده ی بهره مندی پیامبر از نیروی خارق العاده ی الهی است و گواه راستین بودن دعوت او و آسمانی بودن سخن اوست.	گواه راستین بودن دعوت پیامبران معجزه است.	e
اعجاز نشان دهنده ی بهره مندی پیامبر از نیروی خارق العاده ی الهی است و گواه راستین بودن دعوت او و آسمانی بودن سخن اوست.	عصمت نشان‌دهنده راستین بودن دعوت پیامبر است.	c
اعجاز نشان دهنده ی بهره مندی پیامبر از نیروی خارق العاده ی الهی است و گواه راستین بودن دعوت او و آسمانی بودن سخن اوست.	انسان‌ های عادی قدرت انجام معجزه را ندارند.	n
وحی الهی تاثیر شگفتی بر روی شخصیت حامل وحی یعنی شخص پیامبر می‌نماید، به حقیقت او را مبعوث می‌کند، یعنی نیروهای او را بر می‌انگیزد و انقلابی عمیق و عظیم در او به وجود می‌آورد.	تاثیری که وحی بر پیامبر می گذارد، این است که او را مبعوث می کند و نیروهایش را برمی‌انگیزد.	e
وحی الهی تاثیر شگفتی بر روی شخصیت حامل وحی یعنی شخص پیامبر می‌نماید، به حقیقت او را مبعوث می‌کند، یعنی نیروهای او را بر می‌انگیزد و انقلابی عمیق و عظیم در او به وجود می‌آورد.	وحی الهی این‌گونه بر شخص پیامبر تاثیر می‌گذارد که او را سست و بی انگیزه می‌کند.	c
وحی الهی تاثیر شگفتی بر روی شخصیت حامل وحی یعنی شخص پیامبر می‌نماید، به حقیقت او را مبعوث می‌کند، یعنی نیروهای او را بر می‌انگیزد و انقلابی عمیق و عظیم در او به وجود می‌آورد.	پیامبران الهی که از طریق وحی با ریشه و مبدا هستی اتصال پیدا می‌کنند دارای امتیازاتی نظیر اعجاز می‌باشند.	n
انسانی که بشر از راه علوم می‌شناسد، در میان ۲ پرانتز (تولد – مرگ) قرار دارد و قبل و بعد این پرانتزها، از نظر علوم بشری مجهول است.	انسانی که بشر از راه علوم می‌شناسد، در میان دو پرانتز تولد و مرگ قرار دارد.	e
انسانی که بشر از راه علوم می‌شناسد، در میان ۲ پرانتز (تولد – مرگ) قرار دارد و قبل و بعد این پرانتزها، از نظر علوم بشری مجهول است.	انسانی که بشر از راه علوم می شناسد در میان دو پرانتز دنیا و آخرت قرار دارد.	c
انسانی که بشر از راه علوم می‌شناسد، در میان ۲ پرانتز (تولد – مرگ) قرار دارد و قبل و بعد این پرانتزها، از نظر علوم بشری مجهول است.	تصویری‌ که‌ بشر از راه‌ علوم‌ مختلف‌ از انسان‌ دارد، با انسانی‌ که‌ پیامبران‌ معرفی‌ کرده‌اند، تفاوت‌ دارد.	n
عالی‌ترین درجه‌ وحی، همان است که تنها به سلسله‌ پیامبران اختصاص دارد و منظور از آن، القای معانی به قلب پیامبر از سوی خدا و سخن گفتن خدا با اوست.	وحی بشری، عالی ترین مرتبه وحی می باشد.	c
عالی‌ترین درجه‌ وحی، همان است که تنها به سلسله‌ پیامبران اختصاص دارد و منظور از آن، القای معانی به قلب پیامبر از سوی خدا و سخن گفتن خدا با اوست.	قرآن کریم وحی را منحصر به انسان نمی‌داند.	n
در کتاب‌های فقهی و رساله عملیه، گاه به جای عبارت احتیاط واجب از عبارت‌های دیگری استفاده می‌شود. در فارسی این احتیاط، با عباراتی از قبیل «احوط آن است»، «اشکال دارد»، «محل اشکال است»، «محل تأمل است» بیان می‏شود.	احتیاط واجب به معنی این است که اشکال دارد.	e
در کتاب‌های فقهی و رساله عملیه، گاه به جای عبارت احتیاط واجب از عبارت‌های دیگری استفاده می‌شود. در فارسی این احتیاط، با عباراتی از قبیل «احوط آن است»، «اشکال دارد»، «محل اشکال است»، «محل تأمل است» بیان می‏شود.	معنی احتیاط واجب «بعید نیست» می باشد.	c
در کتاب‌های فقهی و رساله عملیه، گاه به جای عبارت احتیاط واجب از عبارت‌های دیگری استفاده می‌شود. در فارسی این احتیاط، با عباراتی از قبیل «احوط آن است»، «اشکال دارد»، «محل اشکال است»، «محل تأمل است» بیان می‏شود.	«احتیاط» عنوانی برگرفته از متون روایی است.	n
خداوند در آیه ۴۱ سوره عنکبوت میفرمایند «مثَل کسانی که غیر از خدا را اولیای خود برگزیدند، مثَل عنکبوت است که خانه ‏ای برای خود انتخاب کرده در حالی که -اگر بدانند- سست‏ ترینِ خانه‏ ها، خانه عنکبوت است.»	قرآن کریم برای «کسانی که ولایت غیر خدا را قبول می کنند» مثال عنکبوت را آورده است.	e
خداوند در آیه ۴۱ سوره عنکبوت میفرمایند «مثَل کسانی که غیر از خدا را اولیای خود برگزیدند، مثَل عنکبوت است که خانه ‏ای برای خود انتخاب کرده در حالی که -اگر بدانند- سست‏ ترینِ خانه‏ ها، خانه عنکبوت است.»	قرآن کریم، «کسانی که ولایت غیر خدا را قبول می کنند» را به نمل (مورچه) تشبیه کرده است.	c
خداوند در آیه ۴۱ سوره عنکبوت میفرمایند «مثَل کسانی که غیر از خدا را اولیای خود برگزیدند، مثَل عنکبوت است که خانه ‏ای برای خود انتخاب کرده در حالی که -اگر بدانند- سست‏ ترینِ خانه‏ ها، خانه عنکبوت است.»	حشره شناسان به تازگی به این نتیجه رسیده اند که خانه عنکبوت از سست ترین خانه هاست.	n
هنگامی که حضرت موسی و هارون برای مبارزه با فرعون همراه میشوندخداوند به آنها سفارش می‌کند:«فَقُولا لَهُ قَوْلاً لَیناً لَعَلَّهُ یتَذَکَّرُ أَوْ یخْشی؛ وقتی به سراغ فرعون می‌روید با او به نرمی و ملایمت سخن بگویید، شاید فرعون بترسد و یا هدایت شود.».	ماموریت حضرت موسی برای مبارزه با فرعون همراه با هارون بود و اولین درس خداوند در این باره به آنها به نرمی سخن گفتن با او بود.	e
هنگامی که حضرت موسی و هارون برای مبارزه با فرعون همراه میشوندخداوند به آنها سفارش می‌کند:«فَقُولا لَهُ قَوْلاً لَیناً لَعَلَّهُ یتَذَکَّرُ أَوْ یخْشی؛ وقتی به سراغ فرعون می‌روید با او به نرمی و ملایمت سخن بگویید، شاید فرعون بترسد و یا هدایت شود.».	حضرت موسی به همراه هارون برای ماموریت مبارزه با فرعون از طرف خداوند انتخاب شد و اولین درس خداوند به آنها این بود که با فرعون با تندی سخن بگویید.	c
هنگامی که حضرت موسی و هارون برای مبارزه با فرعون همراه میشوندخداوند به آنها سفارش می‌کند:«فَقُولا لَهُ قَوْلاً لَیناً لَعَلَّهُ یتَذَکَّرُ أَوْ یخْشی؛ وقتی به سراغ فرعون می‌روید با او به نرمی و ملایمت سخن بگویید، شاید فرعون بترسد و یا هدایت شود.».	هارون سه سال از موسی بزرگتر بود و در زمان سخن گفتن با فرعون در مصر هشتاد و سه سال داشت.	n
علم ما بطور دفعی و احاطی و کامل نیست، به همین دلیل تدریجا پدید می‏آید و در هر زمان ناقص است.این دیدگاه تدریجی و ناقص بودن علم در مکاتب بشری موجب پیدایش تحول در علم می‏شود.	در مکاتب بشری تدریجی بودن تکامل علم سبب میشود تا دانش بشری در هر مقطعی از زمان ناقص باشد.	e
علم ما بطور دفعی و احاطی و کامل نیست، به همین دلیل تدریجا پدید می‏آید و در هر زمان ناقص است.این دیدگاه تدریجی و ناقص بودن علم در مکاتب بشری موجب پیدایش تحول در علم می‏شود.	تدریجی بودن تکامل علم سبب میشود تا دانش در مکاتب بشری در هر مقطعی از زمان در کمال باشد.	c
علم ما بطور دفعی و احاطی و کامل نیست، به همین دلیل تدریجا پدید می‏آید و در هر زمان ناقص است.این دیدگاه تدریجی و ناقص بودن علم در مکاتب بشری موجب پیدایش تحول در علم می‏شود.	مفاهیم غیر ماهوی از بنیادهای نخستین علم اند.	n
سوره توبه یا برائت نهمین سوره و ازسوره‌های مدنی قرآن که در جزء دهم و یازدهم قرآن جای دارد.	نام دیگر سوره توبه، برائت است.	e
سوره توبه یا برائت نهمین سوره و ازسوره‌های مدنی قرآن که در جزء دهم و یازدهم قرآن جای دارد.	نام دیگر سوره توبه، اعراف و نام دیگر سوره بقره، برائت است. 	c
سوره توبه یا برائت نهمین سوره و ازسوره‌های مدنی قرآن که در جزء دهم و یازدهم قرآن جای دارد.	این سوره را به این دلیل توبه نامیده‌اند که آیات بسیاری از آن درباره توبه سخن می‌گوید و واژه برائت از آیه اول آن گرفته شده است.	n
آیه‌ ای از کتاب قرآن به این موضوع اشاره دارد که خداوند متعال به منظور برقراری عدالت در جامعه انسانی، قوانینی وضع کرده و آن ها را به وسیله پیامبران به شکل کتاب های آسمانی و قوانین الهی بیان نموده است; تا پیامبران به کمک مردم بتوانند در جامعه قیام به قسط و برپایی عدالت نمایند.	با توجه به آیات قرآن، پیامبران با نیروی مردم باید قسط و عدالت را در جامعه ایجاد نمایند.	e
آیه‌ ای از کتاب قرآن به این موضوع اشاره دارد که خداوند متعال به منظور برقراری عدالت در جامعه انسانی، قوانینی وضع کرده و آن ها را به وسیله پیامبران به شکل کتاب های آسمانی و قوانین الهی بیان نموده است; تا پیامبران به کمک مردم بتوانند در جامعه قیام به قسط و برپایی عدالت نمایند.	 پیامبران باید با استفاده از نیروی وحی، عدالت و قسط را در جامعه بر پا کنند و گرنه مردم در ایجاد عدالت نقشی ندارند. 	c
آیه‌ ای از کتاب قرآن به این موضوع اشاره دارد که خداوند متعال به منظور برقراری عدالت در جامعه انسانی، قوانینی وضع کرده و آن ها را به وسیله پیامبران به شکل کتاب های آسمانی و قوانین الهی بیان نموده است; تا پیامبران به کمک مردم بتوانند در جامعه قیام به قسط و برپایی عدالت نمایند.	پیامبران به مردم می‌آموزند که چگونه در راستای نظام تکامل هستی و سعادت و خوشبختی خود گام بردارند .	n
قانون علیت قضیه ای است عقلی و علمی است حصولی که از علم حضوری نفس به افعال خویش به دست آمده است.	 قانون علیت قضیه ای عقلی و حصولی است.	e
قانون علیت قضیه ای است عقلی و علمی است حصولی که از علم حضوری نفس به افعال خویش به دست آمده است.	قانون علیت قضیه ای تجربی و حصولی است و به عقل مربوط نمیشود. 	c
استعاذه، به معنای پناه بردن به خداوند از هر نوع شر، بدی و وسوسه‌های شیطانی است. خواندن آن با الفاظ خاص و ترکیب ویژه، پیش از قرائت قرآن و نیز پیش از سوره حمد در نماز مستحب است.	مراد از استعاذه، پناه بردن به خدا از شر شیطان نیست بلکه داشتن قصد قربت لازم است. 	c
استعاذه، به معنای پناه بردن به خداوند از هر نوع شر، بدی و وسوسه‌های شیطانی است. خواندن آن با الفاظ خاص و ترکیب ویژه، پیش از قرائت قرآن و نیز پیش از سوره حمد در نماز مستحب است.	استعاذه باطل، پناه بردن به جن و شیاطین و موجودات آسمانی و کمک خواستن از آنهاست و استعاذه حقیقی، کمک خواستن از خداوند است.	n
در روز رستاخیز جزای اعمال هر انسانی عین اعمال خود او خواهد بود.	آن چه در روز قیامت به عنوان پاداش و کیفر به انسان داده می شود، عین عمل اوست.	e
